reference,name,listed-building,listed-building-grade,notes,start-date,end-date,entry-date,geometry
LB598,(North side) No.46 and attached railings,1113066,II*,,1974-05-14,,,"POLYGON ((-0.155461 51.54982,-0.15549 51.549918,-0.155528 51.549914,-0.155523 51.549898,-0.155555 51.549894,-0.155533 51.549821,-0.155491 51.549826,-0.155478 51.549818,-0.155461 51.54982))"
LB1480,(South East side) Nos.43 AND 45,1113170,II,,1999-12-30,,,"POLYGON ((-0.125479 51.51675,-0.12566 51.51694,-0.125514 51.516999,-0.125422 51.517036,-0.125291 51.516889,-0.12532 51.516881,-0.125251 51.516807,-0.125461 51.516731,-0.125479 51.51675))"
LB524,(South side) Nos.33-49 (Odd) and attached railings,1113048,II,,1971-10-25,,,"POLYGON ((-0.117673 51.527758,-0.117662 51.527737,-0.117681 51.527733,-0.117693 51.527755,-0.117684 51.527756,-0.117688 51.527763,-0.117738 51.527753,-0.117733 51.527744,-0.117747 51.527742,-0.117746 51.527739,-0.117761 51.527736,-0.117773 51.527757,-0.117768 51.527759,-0.117772 51.527766,-0.117806 51.527759,-0.117789 51.527727,-0.117817 51.527721,-0.117819 51.527724,-0.117834 51.527721,-0.117846 51.527741,-0.117838 51.527743,-0.117842 51.52775,-0.117878 51.527742,-0.117862 51.527712,-0.117889 51.527706,-0.117891 51.527709,-0.117909 51.527705,-0.11792 51.527726,-0.117915 51.527727,-0.117918 51.527734,-0.117953 51.527727,-0.117937 51.527696,-0.117961 51.527691,-0.117963 51.527694,-0.117985 51.527689,-0.117996 51.52771,-0.117988 51.527712,-0.117992 51.527719,-0.11803 51.527711,-0.118012 51.52768,-0.118037 51.527674,-0.118038 51.527677,-0.11806 51.527673,-0.118071 51.527695,-0.118065 51.527696,-0.118068 51.527703,-0.118102 51.527696,-0.118086 51.527665,-0.118113 51.527659,-0.118115 51.527661,-0.118133 51.527658,-0.118145 51.527679,-0.118139 51.52768,-0.118143 51.527688,-0.118176 51.527681,-0.11816 51.52765,-0.118186 51.527644,-0.118191 51.527652,-0.118211 51.527648,-0.118219 51.527664,-0.118211 51.527666,-0.118214 51.527673,-0.118252 51.527665,-0.11824 51.527641,-0.118265 51.527635,-0.118272 51.527651,-0.118294 51.527696,-0.118312 51.527732,-0.118315 51.527736,-0.118319 51.527745,-0.118248 51.52776,-0.118177 51.527775,-0.118121 51.527787,-0.118098 51.527791,-0.118026 51.527807,-0.117952 51.527822,-0.117944 51.527824,-0.117877 51.527838,-0.117805 51.527853,-0.117731 51.527868,-0.11766 51.527884,-0.117649 51.527869,-0.117632 51.527836,-0.117608 51.527841,-0.1176 51.527826,-0.117621 51.527822,-0.117601 51.527783,-0.117627 51.527778,-0.117636 51.527794,-0.117669 51.527787,-0.117666 51.52778,-0.117653 51.527783,-0.117643 51.527765,-0.117673 51.527758))"
LB525,(North side) Nos.34-40 (Even) and attached railings,1113049,II,,1971-10-25,,,"POLYGON ((-0.117013 51.528141,-0.117042 51.528135,-0.117085 51.528126,-0.117155 51.528111,-0.117224 51.528097,-0.117296 51.528082,-0.117303 51.528093,-0.117305 51.528097,-0.117348 51.528176,-0.117357 51.528193,-0.117331 51.528199,-0.117321 51.528181,-0.117278 51.52819,-0.117288 51.528208,-0.117258 51.528215,-0.117248 51.528197,-0.117205 51.528205,-0.117214 51.528223,-0.117186 51.528229,-0.117145 51.528238,-0.117118 51.528244,-0.117107 51.528225,-0.117064 51.528235,-0.117021 51.528156,-0.11702 51.528154,-0.117013 51.528141))"
LB593,(West side) Nos.99-113 (Odd) and attached railings. The Catholic Chaplaincy (No.111),1113050,II,,1969-03-28,,,"POLYGON ((-0.133206 51.522844,-0.133181 51.522822,-0.133147 51.522791,-0.133286 51.522733,-0.13331 51.522757,-0.133335 51.522747,-0.133328 51.52274,-0.133369 51.522723,-0.13335 51.522705,-0.133504 51.522642,-0.133561 51.522695,-0.133618 51.522748,-0.133623 51.522752,-0.133677 51.522802,-0.133681 51.522807,-0.133732 51.522854,-0.133674 51.522878,-0.133539 51.522936,-0.133568 51.522964,-0.133562 51.522967,-0.133546 51.522974,-0.133573 51.522998,-0.13359 51.522991,-0.133648 51.522967,-0.13368 51.522997,-0.133622 51.523021,-0.133603 51.523029,-0.133628 51.52305,-0.133644 51.523043,-0.133787 51.522984,-0.133842 51.522961,-0.13393 51.523043,-0.133834 51.523083,-0.133824 51.523074,-0.133773 51.523095,-0.133805 51.523126,-0.133764 51.523142,-0.133756 51.523146,-0.133739 51.523154,-0.133604 51.52321,-0.133572 51.523181,-0.133548 51.52316,-0.133513 51.523127,-0.133499 51.523114,-0.133493 51.523108,-0.13346 51.523079,-0.133436 51.523057,-0.1334 51.523023,-0.133379 51.523004,-0.133342 51.522971,-0.133323 51.522952,-0.133286 51.522919,-0.133266 51.5229,-0.133247 51.522882,-0.133206 51.522844))"
LB526,"(North side) Nos.42, 44 AND 46 and attached railings",1113051,II,,1971-10-25,,,"POLYGON ((-0.117296 51.528082,-0.117363 51.528067,-0.117393 51.528061,-0.117435 51.528052,-0.117506 51.528037,-0.117512 51.52805,-0.117514 51.528052,-0.117557 51.528132,-0.117569 51.528156,-0.117537 51.528162,-0.117525 51.528139,-0.117485 51.528147,-0.11751 51.528194,-0.117477 51.528202,-0.117451 51.528154,-0.117416 51.528162,-0.117425 51.528179,-0.117399 51.528185,-0.117389 51.528167,-0.117348 51.528176,-0.117305 51.528097,-0.117303 51.528093,-0.117296 51.528082))"
LB594,(West side) Nos.115 AND 117 and attached railings,1113052,II,,1969-03-28,,,"POLYGON ((-0.133863 51.523177,-0.133894 51.523164,-0.134008 51.523115,-0.13407 51.523173,-0.134055 51.523179,-0.134051 51.523178,-0.133901 51.523241,-0.133723 51.523315,-0.133719 51.523318,-0.13368 51.523281,-0.133661 51.523263,-0.133623 51.523229,-0.133604 51.52321,-0.133739 51.523154,-0.133756 51.523146,-0.133764 51.523142,-0.133785 51.523162,-0.133828 51.523144,-0.133863 51.523177))"
LB527,"(North side) Nos.48, 50 AND 52 and attached railings",1113053,II,,1971-10-25,,,"POLYGON ((-0.117506 51.528037,-0.117572 51.528024,-0.117575 51.528023,-0.117647 51.528008,-0.117717 51.527993,-0.117723 51.528006,-0.117726 51.528009,-0.117768 51.528086,-0.117776 51.528103,-0.117752 51.528108,-0.117744 51.528093,-0.117698 51.528102,-0.117707 51.528118,-0.117677 51.528125,-0.117669 51.528109,-0.117624 51.528117,-0.117632 51.528134,-0.117606 51.52814,-0.117597 51.528124,-0.117557 51.528132,-0.117514 51.528052,-0.117512 51.52805,-0.117506 51.528037))"
LB595,(West side) Nos.119-131 (Odd) Medical and Dental Students' Residence and attached railings,1113054,II,,1969-03-28,,,"POLYGON ((-0.133741 51.523332,-0.133723 51.523315,-0.133901 51.523241,-0.13392 51.52326,-0.133906 51.523266,-0.133886 51.523275,-0.133918 51.523308,-0.13394 51.523299,-0.133951 51.523294,-0.133973 51.523313,-0.133949 51.523323,-0.133928 51.523332,-0.133964 51.523366,-0.133985 51.523358,-0.134006 51.523349,-0.134026 51.523367,-0.134008 51.523375,-0.133991 51.523382,-0.134019 51.523408,-0.134036 51.523401,-0.134052 51.523394,-0.134073 51.523413,-0.134046 51.523423,-0.134031 51.523429,-0.134061 51.523457,-0.134077 51.52345,-0.134101 51.52344,-0.134128 51.523464,-0.134124 51.523466,-0.134084 51.523482,-0.134104 51.523502,-0.134145 51.523486,-0.134153 51.523482,-0.134176 51.523505,-0.134162 51.523511,-0.134127 51.523525,-0.134151 51.523549,-0.134186 51.523535,-0.134201 51.523528,-0.134227 51.523553,-0.134211 51.523559,-0.134176 51.523574,-0.134203 51.5236,-0.134079 51.523651,-0.134076 51.523652,-0.134054 51.523661,-0.133961 51.523575,-0.133959 51.523573,-0.133959 51.523571,-0.133959 51.523569,-0.13396 51.523566,-0.133962 51.523564,-0.133966 51.523561,-0.133978 51.523556,-0.133959 51.523538,-0.133934 51.523549,-0.133905 51.523522,-0.133888 51.523506,-0.133875 51.523494,-0.133874 51.523493,-0.133873 51.523492,-0.133873 51.52349,-0.133873 51.523489,-0.133874 51.523484,-0.133894 51.523476,-0.133882 51.523464,-0.133859 51.523474,-0.13383 51.523452,-0.133829 51.523451,-0.133828 51.52345,-0.133827 51.523448,-0.133825 51.523446,-0.133828 51.523444,-0.13385 51.523435,-0.133834 51.523421,-0.13381 51.52343,-0.133806 51.523429,-0.133805 51.523428,-0.133778 51.523404,-0.133775 51.523402,-0.133775 51.523401,-0.133775 51.5234,-0.133774 51.523399,-0.133776 51.523396,-0.133798 51.523386,-0.133779 51.523368,-0.133755 51.523378,-0.13375 51.523376,-0.133719 51.523347,-0.133718 51.523343,-0.133741 51.523332))"
LB1044,"(South side) No.53 James Smith and Sons, Hazelwood House",1113171,II*,,1999-12-30,,,"POLYGON ((-0.126663 51.516806,-0.126553 51.516843,-0.12651 51.516845,-0.126461 51.516862,-0.126489 51.516892,-0.12669 51.516863,-0.126701 51.516849,-0.126663 51.516806))"
LB528,(North side) Nos.54-72 (Even) and attached railings,1113055,II,,1971-10-25,,,"POLYGON ((-0.117717 51.527993,-0.117755 51.527986,-0.117789 51.527978,-0.117861 51.527963,-0.117923 51.52795,-0.117932 51.527948,-0.118002 51.527934,-0.118077 51.527918,-0.1181 51.527913,-0.118145 51.527904,-0.118214 51.52789,-0.118279 51.527876,-0.118285 51.527875,-0.118357 51.527859,-0.118431 51.527844,-0.118437 51.527856,-0.118456 51.527893,-0.118461 51.527903,-0.118471 51.527923,-0.118489 51.527958,-0.118456 51.527965,-0.118442 51.52794,-0.118424 51.527945,-0.118437 51.527973,-0.118419 51.527976,-0.11841 51.527978,-0.118409 51.527974,-0.118383 51.527979,-0.118371 51.527956,-0.118353 51.52796,-0.118379 51.528008,-0.118361 51.528011,-0.118349 51.527991,-0.118321 51.527997,-0.118308 51.527971,-0.118264 51.52798,-0.118273 51.527997,-0.11825 51.528003,-0.118238 51.527986,-0.118194 51.527996,-0.118202 51.528012,-0.118175 51.528019,-0.118166 51.528002,-0.118125 51.52801,-0.118135 51.528027,-0.118107 51.528033,-0.118099 51.528016,-0.118051 51.528025,-0.118059 51.528043,-0.11803 51.528049,-0.118022 51.528033,-0.117985 51.528041,-0.117992 51.528057,-0.117966 51.528063,-0.117957 51.528046,-0.117912 51.528056,-0.11792 51.528072,-0.117895 51.528078,-0.117885 51.528062,-0.11784 51.528072,-0.117855 51.5281,-0.117836 51.528103,-0.117832 51.528092,-0.117817 51.528095,-0.11781 51.528079,-0.117768 51.528086,-0.117726 51.528009,-0.117723 51.528006,-0.117717 51.527993))"
LB529,(West side) Nos.39 AND 39A,1113057,II,,1950-08-11,,,"POLYGON ((-0.181678 51.553059,-0.181666 51.553042,-0.181672 51.55304,-0.181598 51.552952,-0.181594 51.552946,-0.181608 51.552941,-0.18159 51.552916,-0.181571 51.552921,-0.181562 51.55291,-0.181381 51.552972,-0.181469 51.553073,-0.181499 51.553065,-0.181523 51.553091,-0.181551 51.553082,-0.181564 51.553098,-0.181678 51.553059))"
LB530,(West side) Nos.49 AND 51,1113058,II,,1974-05-14,,,"POLYGON ((-0.182695 51.554093,-0.182805 51.554064,-0.182843 51.554112,-0.182738 51.554143,-0.182746 51.554155,-0.182691 51.554171,-0.18268 51.55416,-0.182625 51.554176,-0.182557 51.554084,-0.182489 51.553994,-0.182544 51.553977,-0.182536 51.553965,-0.18259 51.553951,-0.1826 51.553961,-0.182733 51.553922,-0.18277 51.553971,-0.182636 51.554011,-0.182666 51.554052,-0.182695 51.554093))"
LB596,(West side) University College Hospital General Block only and attached railings,1113059,II,,1974-03-12,,,"POLYGON ((-0.134566 51.523887,-0.134723 51.523827,-0.135096 51.523686,-0.135121 51.523675,-0.135258 51.523622,-0.135461 51.523807,-0.135474 51.523819,-0.135637 51.523971,-0.135663 51.523994,-0.135643 51.524002,-0.135672 51.52403,-0.135691 51.524022,-0.135742 51.52407,-0.135746 51.524074,-0.135764 51.52409,-0.135774 51.5241,-0.135842 51.524164,-0.135837 51.524175,-0.135772 51.524201,-0.135713 51.524225,-0.134984 51.524518,-0.134955 51.524491,-0.134935 51.524473,-0.134705 51.524263,-0.134689 51.524245,-0.134656 51.524216,-0.134539 51.524109,-0.13438 51.523961,-0.134522 51.523905,-0.134566 51.523887))"
LB597,(West side) University College Hospital Medical School and Nurses Home,1113060,II,,1990-11-21,,,"POLYGON ((-0.134737 51.523477,-0.134791 51.523531,-0.13481 51.523524,-0.13492 51.523481,-0.134894 51.523456,-0.134881 51.523461,-0.134887 51.523466,-0.134872 51.523473,-0.134825 51.523426,-0.134852 51.523416,-0.134826 51.52339,-0.13493 51.523349,-0.134935 51.523348,-0.134993 51.523402,-0.13501 51.523415,-0.13503 51.523434,-0.135047 51.523448,-0.135112 51.523511,-0.135093 51.523518,-0.135095 51.523521,-0.134976 51.523569,-0.134972 51.523565,-0.13496 51.52357,-0.134955 51.523566,-0.134921 51.523579,-0.134741 51.523649,-0.134756 51.523665,-0.134751 51.523666,-0.134746 51.523668,-0.13473 51.523664,-0.134671 51.523687,-0.134668 51.523698,-0.134658 51.523702,-0.13464 51.523685,-0.134457 51.523756,-0.134428 51.523767,-0.134435 51.523776,-0.134297 51.523832,-0.134289 51.523825,-0.134272 51.523833,-0.1342 51.523767,-0.134179 51.523776,-0.134123 51.523725,-0.134144 51.523715,-0.134076 51.523652,-0.134079 51.523651,-0.134203 51.5236,-0.134225 51.52359,-0.134257 51.523618,-0.134275 51.523611,-0.134296 51.523631,-0.134279 51.523638,-0.134319 51.523676,-0.134357 51.523659,-0.134327 51.523632,-0.134365 51.523615,-0.134388 51.523606,-0.134399 51.5236,-0.134434 51.523586,-0.134538 51.52355,-0.134562 51.523576,-0.134622 51.523553,-0.134596 51.523527,-0.134616 51.523518,-0.134668 51.523498,-0.134636 51.523466,-0.134629 51.523458,-0.13473 51.523416,-0.13474 51.523426,-0.134768 51.523454,-0.134731 51.523469,-0.134737 51.523477))"
LB531,(East side) No.56 University College School Porters Lodge,1113061,II,,1974-05-14,,,"POLYGON ((-0.181679 51.553716,-0.181743 51.553779,-0.181834 51.553744,-0.1818 51.553711,-0.181765 51.553724,-0.181735 51.553694,-0.181679 51.553716))"
LB532,(East side) No.66,1113062,II*,,1973-08-01,,,"POLYGON ((-0.182405 51.554852,-0.182382 51.554777,-0.182423 51.554773,-0.182408 51.554727,-0.182364 51.554732,-0.182349 51.554683,-0.182393 51.554677,-0.18239 51.554669,-0.182511 51.554655,-0.182532 51.55472,-0.182547 51.554719,-0.182552 51.554737,-0.182538 51.554739,-0.18254 51.554745,-0.182561 51.55481,-0.182523 51.554816,-0.18253 51.554833,-0.182488 51.554838,-0.182458 51.554842,-0.182458 51.554845,-0.182414 51.554851,-0.182405 51.554852))"
LB1763,(East side) Two observatories in University College Quadrangle,1113064,II,,1969-03-28,,,"MULTIPOLYGON (((-0.133802 51.524406,-0.133802 51.524391,-0.13382 51.524382,-0.133844 51.524383,-0.133862 51.524396,-0.13386 51.52441,-0.13384 51.52442,-0.133817 51.524418,-0.133802 51.524406)),((-0.134094 51.524674,-0.134083 51.524666,-0.134084 51.524658,-0.134085 51.524652,-0.134102 51.524642,-0.134124 51.524645,-0.134137 51.524656,-0.134135 51.524669,-0.134119 51.524678,-0.134097 51.524676,-0.134094 51.524674)))"
LB1764,(North side) Nos.52-56 AND 60-62 (Even) and attached railings,1113068,II,,1970-11-19,,,"MULTIPOLYGON (((-0.137779 51.523574,-0.137805 51.523563,-0.137875 51.523531,-0.137864 51.523521,-0.137917 51.523497,-0.137929 51.523506,-0.137951 51.523497,-0.138038 51.523575,-0.137961 51.523609,-0.137892 51.523639,-0.137813 51.523674,-0.137729 51.523597,-0.137716 51.523586,-0.137766 51.523564,-0.137779 51.523574)),((-0.138184 51.5235,-0.138222 51.523533,-0.138227 51.523538,-0.138184 51.523556,-0.138151 51.523526,-0.138117 51.523541,-0.138028 51.523462,-0.138018 51.523453,-0.138068 51.52343,-0.13808 51.523439,-0.138102 51.523428,-0.138091 51.523418,-0.138143 51.523396,-0.138155 51.523405,-0.138177 51.523395,-0.138296 51.5235,-0.138265 51.523514,-0.138227 51.523481,-0.138184 51.5235)))"
LB534,(East side) Nos.88 AND 88A and attached railings,1113069,II,,1974-05-14,,,"POLYGON ((-0.182644 51.555629,-0.182744 51.555636,-0.18278 51.555637,-0.182788 51.555653,-0.182813 51.555655,-0.182806 51.555698,-0.182792 51.555696,-0.182774 51.555796,-0.182774 51.555797,-0.182688 51.555791,-0.182689 51.555786,-0.182655 51.555783,-0.182659 51.555765,-0.182587 51.555759,-0.18258 51.555798,-0.182447 51.555789,-0.182452 51.55576,-0.182473 51.555761,-0.182483 51.5557,-0.182524 51.555703,-0.182533 51.555652,-0.182539 51.555617,-0.182644 51.555625,-0.182644 51.555629))"
LB600,(North side) No.58 and attached railings,1113071,II*,,1970-11-19,,,"POLYGON ((-0.138003 51.523473,-0.138028 51.523462,-0.138117 51.523541,-0.138197 51.523612,-0.13812 51.523646,-0.138076 51.523608,-0.138113 51.523591,-0.138088 51.523569,-0.138095 51.523566,-0.138083 51.523555,-0.138038 51.523575,-0.137951 51.523497,-0.13794 51.523487,-0.137992 51.523464,-0.138003 51.523473))"
LB601,(South side) Nos.65-71 (Odd) and attached railings,1113072,II,,1974-05-14,,,"POLYGON ((-0.14028 51.522213,-0.140307 51.5222,-0.140276 51.522173,-0.140291 51.522168,-0.140312 51.522158,-0.140326 51.522168,-0.140345 51.522184,-0.140371 51.522174,-0.140383 51.522169,-0.14041 51.52216,-0.140476 51.522132,-0.140524 51.522172,-0.140556 51.522199,-0.140547 51.522202,-0.140565 51.522219,-0.14051 51.522239,-0.140493 51.522225,-0.140479 51.522232,-0.140496 51.522247,-0.140447 51.522267,-0.140429 51.522253,-0.140416 51.522258,-0.140435 51.522274,-0.140383 51.522297,-0.140364 51.522281,-0.140345 51.522289,-0.140365 51.522306,-0.140316 51.522326,-0.140295 51.52231,-0.140209 51.522241,-0.140248 51.522226,-0.140222 51.522203,-0.140252 51.522189,-0.14028 51.522213))"
LB602,(North side) Nos.78 AND 80 and attached railings,1113073,II,,1999-12-30,,,"POLYGON ((-0.140551 51.522345,-0.140539 51.522334,-0.140591 51.522311,-0.140636 51.522292,-0.140649 51.522302,-0.140663 51.522296,-0.140668 51.522298,-0.140707 51.522334,-0.140645 51.52236,-0.140668 51.522382,-0.140592 51.522414,-0.140584 51.522406,-0.14053 51.522354,-0.140551 51.522345))"
LB1765,(West side) Field Court No.2 and attached railings,1113074,II,,1951-10-24,,,"POLYGON ((-0.113516 51.519112,-0.113492 51.519057,-0.113648 51.519028,-0.113672 51.519076,-0.113666 51.519078,-0.113671 51.519092,-0.11352 51.519119,-0.113516 51.519112))"
LB535,(West side) No.95 Bay Tree Cottage,1113075,II,,1974-05-14,,,"POLYGON ((-0.182563 51.557171,-0.182569 51.557136,-0.182522 51.557133,-0.182525 51.557116,-0.182498 51.557113,-0.182499 51.557105,-0.182489 51.557097,-0.182463 51.557095,-0.182448 51.557103,-0.182444 51.557123,-0.182395 51.557122,-0.182387 51.557169,-0.182442 51.557165,-0.182563 51.557171))"
LB603,(North side) Gatehouse fronting on to High Holborn,1113076,II,,1951-10-24,,,"POLYGON ((-0.112678 51.518369,-0.112747 51.518371,-0.112747 51.518376,-0.112761 51.518516,-0.112761 51.518518,-0.112758 51.518518,-0.112749 51.518519,-0.112696 51.51852,-0.11268 51.51852,-0.112676 51.518489,-0.112662 51.51837,-0.112677 51.518369,-0.112678 51.518369))"
LB536,(West side) No.99 St Dorothy's Convent,1113077,II,,1950-08-11,,,"POLYGON ((-0.182322 51.557721,-0.182366 51.557725,-0.182373 51.557699,-0.18233 51.557695,-0.182339 51.557665,-0.182296 51.55766,-0.182258 51.557656,-0.182235 51.557653,-0.182262 51.557562,-0.182201 51.557556,-0.182203 51.557551,-0.182194 51.557528,-0.182135 51.557521,-0.182112 51.557536,-0.182109 51.557545,-0.182043 51.557537,-0.182014 51.557635,-0.18213 51.557648,-0.182127 51.557656,-0.182106 51.557653,-0.182087 51.557716,-0.18219 51.557728,-0.182269 51.557737,-0.182316 51.557742,-0.182322 51.557721))"
LB537,(West side) No.103 Upper Frognal Lodge,1113079,II,,1974-05-14,,,"POLYGON ((-0.18217 51.557844,-0.182158 51.557882,-0.182186 51.557885,-0.182188 51.557916,-0.182125 51.557914,-0.181999 51.557909,-0.181875 51.557904,-0.181905 51.557811,-0.18191 51.557811,-0.182171 51.557841,-0.18217 51.557844))"
LB710,(West side) No.4,1378720,II,,1974-05-14,,,"POLYGON ((-0.177937 51.559394,-0.177937 51.559397,-0.178002 51.559391,-0.177989 51.559347,-0.177925 51.559353,-0.177937 51.559394))"
LB538,(West side) Nos.105-111 (Odd) Frognal Grove including former stable range,1113081,II*,,1950-08-11,,,"POLYGON ((-0.181937 51.55796,-0.18186 51.557951,-0.181863 51.557942,-0.181846 51.557933,-0.181852 51.557914,-0.181875 51.557904,-0.181999 51.557909,-0.181992 51.557924,-0.182119 51.557939,-0.182115 51.557951,-0.182061 51.557946,-0.182056 51.557968,-0.182109 51.557972,-0.182087 51.558051,-0.182097 51.558051,-0.182108 51.558053,-0.182114 51.558054,-0.182117 51.558054,-0.182118 51.558055,-0.18212 51.558056,-0.182125 51.558058,-0.182126 51.55806,-0.182128 51.558063,-0.182129 51.558067,-0.182128 51.558077,-0.182126 51.558087,-0.182125 51.558089,-0.18212 51.558099,-0.182118 51.558102,-0.182112 51.558107,-0.182108 51.558109,-0.182101 51.55811,-0.182114 51.558129,-0.182093 51.558187,-0.182035 51.558179,-0.182032 51.558179,-0.181961 51.558348,-0.181891 51.558334,-0.181959 51.558165,-0.181976 51.558127,-0.181931 51.558119,-0.181937 51.558097,-0.181909 51.558093,-0.181926 51.558038,-0.181914 51.558036,-0.181926 51.557997,-0.181932 51.557979,-0.181937 51.55796))"
LB539,(East side) No.108,1113083,II,,1974-05-14,,,"POLYGON ((-0.181916 51.557191,-0.181826 51.557169,-0.181784 51.557225,-0.181778 51.557224,-0.181747 51.557265,-0.181785 51.557276,-0.181745 51.55733,-0.181808 51.557348,-0.181851 51.557291,-0.181876 51.557299,-0.181897 51.55727,-0.181872 51.557263,-0.181914 51.557208,-0.181906 51.557205,-0.181916 51.557191))"
